Rank,Journal
26750,Bulletin de la Societe de Linguistique de Paris
26751,Caderno CRH
26752,Cancer Research on Prevention and Treatment
26753,Cesko-Slovenska Dermatologie
26754,China Condiment
26755,Chinese Journal of Neuromedicine
26756,Colloquia Humanistica
26757,Cuadernos de Administracion
26758,Czas Kultury
26759,Earozoru Kenkyu
26760,Earth Sciences History
26761,Estudios Irlandeses
26762,Extreme Medicine
26763,Food Chemistry
26764,Forum of Clinical Oncology
26765,Gastroenterological Endoscopy
26766,Gastroenterologie
26767,Global Competition Litigation Review
26768,He-Huaxue yu Fangshe Huaxue/Journal of Nuclear and Radiochemistry
26769,Histoire et Mesure
26770,Historical Geography
26771,International Conference on Construction in the 21st Century
26772,International Journal for the History of Engineering and Technology
26773,International Journal of COMADEM
26774,International Journal of Communication and Linguistic Studies
26775,International Journal of Critical Cultural Studies
26776,International Journal of Diverse Identities
26777,International Sugar Journal
26778,Ius Ecclesiae
26779,Japanese Journal of Educational Psychology
26780,Journal of Educational Media and Library Sciences
26781,Journal of Environmental Studies
26782,Journal of Parapsychology
26783,Journal of Punjab Academy of Forensic Medicine and Toxicology
26784,Journal of the Australasian Tax Teachers Association
26785,Journal of Xinxiang Medical University
26786,KNOB Bulletin
26787,Kranion
26788,La Linguistique
26789,Law and Literature
26790,Lijecnicki Vjesnik
26791,Man-Made Textiles in India
26792,Medica Jadertina
26793,Military Operations Research
26794,MMW Fortschritte der Medizin
26795,Monografies de la Societat d'Historia Natural de les Balears
26796,Musicology Australia
26797,Natur und Landschaft
26798,New York History
26799,Oriente Moderno
26800,Pacific Historical Review
26801,Practical Gastroenterology
26802,Praktische Tierarzt
26803,Proceedings of ECOpole
26804,Psiquiatria Biologica
26805,Revija za Kriminalistiko in Kriminologijo
26806,Revista Chilena de Anestesia
26807,Revista de Patologia Respiratoria
26808,Revista Latinoamericana de Derecho Social
26809,Rhetorica - Journal of the History of Rhetoric
26810,Soudobe Dejiny
26811,Speciality Petrochemicals
26812,Steel Times International
26813,Strategic Direction
26814,Studi Culturali
26815,Studi sulla Questione Criminale
26816,Theatre Survey
26817,Theoretical and Practical Research in the Economic Fields
26818,Visual Resources
26819,World Journal of Endocrine Surgery
26820,Zhongbei Daxue Xuebao (Ziran Kexue Ban)/Journal of North University of China (Natural Science Edition)
26821,Abriu
26822,Acrocephalus
26823,Acta Urologica Japonica
26824,Adults Learning Mathematics International Journal
26825,Advances in Fixed Point Theory
26826,Al-Rafidain Journal of Medical Sciences
26827,Al-Shajarah
26828,American Communist History
26829,Analele Universitatii din Craiova - Seria Stiinte Filologice
26830,Antigonish Review
26831,AP Arqueologia Publica
26832,Arbeiderhistorie
26833,ArchiDOCT
26834,Archivum
26835,AusArt
26836,Australian Veterinary Practitioner
26837,Avances del Cesor
26838,Brazilian English Language Teaching Journal
26839,CASE Journal
26840,Change Management
26841,Chinese Journal of Urology
26842,Computer Science Research Notes
26843,Computer Software
26844,Confluences Mediterranee
26845,Contemporary Hypnosis and Integrative Therapy
26846,Cromohs
26847,Current Gynecologic Oncology
26848,Deltion Hellenikes Mikrobiologikes kai Hygieinologikes Hetaireias
26849,Digital TV Europe
26850,Discusiones Filosoficas
26851,Dix-Septieme Siecle
26852,Eighteenth-Century Life
26853,Ekphrasis
26854,Emergency Medicine (Ukraine)
26855,Environment and Social Psychology
26856,Ethical Perspectives
26857,Family Law Quarterly
26858,Feminist Modernist Studies
26859,First World War Studies
26860,Folklorica
26861,Geoscience in South-West England
26862,Humanities Diliman
26863,Imago Mundi
26864,Industrial Pharmacy
26865,Inter-American Yearbook on Human Rights/Anuario Interamericano de Derechos Humanos
26866,International Comparative Jurisprudence
26867,International Journal of Civic
26868,International Journal of Interdisciplinary Educational Studies
26869,International Journal of Literacies
26870,International Journal of Nuclear Security
26871,Japanese Journal of Chemotherapy
26872,Japanese Journal of Neurosurgery
26873,Journal of Classroom Interaction
26874,Journal of Contemporary Iraq and the Arab World
26875,Journal of Experimental Therapeutics and Oncology
26876,Journal of Jilin University Medicine Edition
26877,Journal of Maritime Law and Commerce
26878,Journal of Rare Cardiovascular Diseases
26879,Journal of Religious History
26880,Klinicka Farmakologie a Farmacie
26881,Kriterion
26882,Kyiv-Mohyla Humanities Journal
26883,Library of the Written Word
26884,Logos (Spain)
26885,Louvain Studies
26886,Mark Twain Annual
26887,Medizinrecht
26888,Modern Gastroenterology
26889,Nashim
26890,Neurologie Up2date
26891,NTUT Journal of Intellectual Property Law and Management
26892,Open Urology and Nephrology Journal
26893,Ornis Norvegica
26894,Paediatria Croatica
26895,Paginas
26896,Pakistan Journal of Engineering and Applied Sciences
26897,Pamukkale Journal of Sport Sciences
26898,Paper Asia
26899,Philosophia Africana
26900,Philosophica
26901,Poetica
26902,Portuguese Journal of Pediatrics
26903,Poznanskie Studia Slawistyczne
26904,Proceedings of the IEEE/CPMT International Electronics Manufacturing Technology (IEMT) Symposium
26905,Psychologist
26906,Quality Progress
26907,Religious Inquiries
26908,Research in Rural Sociology and Development
26909,Retina-Vitreus
26910,Review of Middle East Studies
26911,Revista Cubana de Fisica
26912,Revue Roumaine de Philosophie
26913,Rivista di Filosofia
26914,Romanica Cracoviensia
26915,Scientia Paedagogica Experimentalis
26916,Sight and Sound
26917,Societes et Representations
26918,South African Theatre Journal
26919,Spinnovation
26920,Studies in Bilingualism
26921,Studies in EU External Relations
26922,Studies in Semitic Languages and Linguistics
26923,Stuttgarter Symposium fur Produktentwicklung
26924,Supreme Court Review
26925,Sur
26926,Syria
26927,Taida Journal of Art History
26928,Taiwan Journal of Anthropology
26929,Teaching of Mathematics
26930,Theater
26931,Women's Writing
26932,Youth in a Globalizing World
26933,Zeitschrift Kunststofftechnik/Journal of Plastics Technology
26934,Academic Journal of Naval Medical University
26935,Acta Gastroenterologica Latinoamericana
26936,Acta Linguistica Asiatica
26937,Anafora
26938,Anales del Instituto de Investigaciones Esteticas
26939,Anclajes
26940,Annual Technical Conference - ANTEC
26941,Applicationes Mathematicae
26942,Archiv Orientalni
26943,Argument: Biannual Philosophical Journal
26944,Aspasia
26945,Bangladesh Journal of Obstetrics and Gynecology
26946,Black Camera
26947,Boletim Centro de Pesquisa de Processamento de Alimentos
26948,Bulletin of the Institute of History and Philology Academia Sinica
26949,Catalan Historical Review
26950,Challenges to National Defence in Contemporary Geopolitical Situation
26951,Communication and Democracy
26952,Comparative and Continental Philosophy
26953,Early Modern Low Countries
26954,Ecumenical Review
26955,Estudis Romanics
26956,European Journal of Scandinavian Studies
26957,Exploration and Research for Atomic Minerals
26958,Fossils
26959,Gynakologische Endokrinologie
26960,Hecheng Shuzhi Ji Suliao/China Synthetic Resin and Plastics
26961,Histoire des Alpes - Storia delle Alpi - Geschichte der Alpen
26962,Historicka Sociologie
26963,Huarte de San Juan. Geografia e Historia
26964,Hume Studies
26965,Huntington Library Quarterly
26966,Indian Historical Review
26967,Indonesian Journal of International and Comparative Law
26968,Infarma - Pharmaceutical Sciences
26969,Information
26970,Inmaterial
26971,International Journal of Critical Computer-Based Systems
26972,International Journal of Persian Literature
26973,International Journal of Technology and Globalisation
26974,International Journal of Technology
26975,International Trade Law and Regulation
26976,Interstices Journal of Architecture and Related Arts
26977,Intervencni a Akutni Kardiologie
26978,Journal de la Societe des Americanistes
26979,Journal
26980,Journal of Australian Taxation
26981,Journal of East Asia and International Law
26982,Journal of New Zealand Studies
26983,Journal of Practical Oncology
26984,Journal of Religion and Popular Culture
26985,Journal of the Ghana Science Association
26986,Journal of the Illuminating Engineering Institute of Japan (Shomei Gakkai Shi)
26987,Journal of the Ottoman and Turkish Studies Association
26988,Journal of Youth and Theology
26989,Journalism history
26990,Kleintierpraxis
26991,Kunstiteaduslikke Uurimusi
26992,Mariner's Mirror
26993,Mediterranean Chronicle
26994,Metas de Enfermeria
26995,Neue Zeitschrift fur Musik
26996,New Developments in NMR
26997,Pharmeuropa bio &amp; scientific notes
26998,Philosophia Scientiae
26999,Polarforschung
27000,Pratique Neurologique - FMC
27001,Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science
27002,Pro-Fil
27003,Psychotherapies
27004,Recherche et Formation
27005,Religion and American Culture
27006,Renewable Resources Journal
27007,Revista da Abordagem Gestaltica
27008,Revista de Direito
27009,Revista de Estudios Hispanicos
27010,Rural China
27011,Scire
27012,Secuencia (Mexico City
27013,Seminar - A Journal of Germanic Studies
27014,Signata
27015,Slavia Meridionalis
27016,Social Sciences and Missions
27017,Spectroscopy Europe
27018,Stilt
27019,Sud-Ouest Europeen
27020,Synthesiology
27021,Taiwan Journal of East Asian Studies
27022,Text Matters
27023,Theologica Xaveriana
27024,Ukrainian Journal of Perinatology and Pediatrics
27025,Urogynaecologia International Journal
27026,Vascular Disease Management
27027,Vergentis
27028,Vostok (Oriens)
27029,Zeitschrift fur Anglistik und Amerikanistik
27030,Zeitschrift fur Herz-
27031,Zeitschrift fur Pneumologie
27032,Zhonghua yi shi za zhi (Beijing
27033,Adamantius
27034,Adhaesion Kleben und Dichten
27035,Administrative Law Review
27036,Advancing Microelectronics
27037,Analele Universitatii din Craiova
27038,Anglo Saxonica
27039,Anthropological Linguistics
27040,Archaeologia Maritima Mediterranea
27041,Archives de Philosophie
27042,Archivio di Filosofia
27043,Arqueologia Mexicana
27044,Art and the Public Sphere
27045,ATIP. Association Technique de L'Industrie Papetiere
27046,Biologicheskie Membrany
27047,BioPharm International
27048,Bulletin of Computational Applied Mathematics
27049,Bulletin of Japan Association for Fire Science and Engineering
27050,Canadian Journal of History
27051,Carte e la Storia
27052,Castilla Estudios de Literatura
27053,Chinese Journal of Cancer Biotherapy
27054,Chinese Journal of Clinical Oncology
27055,Chinese Journal of Digestive Endoscopy
27056,Chinese Studies in History
27057,Choral Journal
27058,Consultant
27059,Current Research in Dental Sciences
27060,Danza e Ricerca
27061,Deutsche Apotheker Zeitung
27062,Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte
27063,Digital Philology: Journal of Medieval Cultures
27064,Dotawo
27065,Emily Dickinson Journal
27066,Essays in French Literature and Culture
27067,Etica e Politica
27068,European human rights law review
27069,Explicator
27070,Field Mycology
27071,Filosoficky Casopis
27072,Gazeta de Antropologia
27073,Germanic Review
27074,Ginekologia i Poloznictwo
27075,Gorteria: Tijdschrift voor Onderzoek aan de Wilde Flora
27076,Hebrew Studies
27077,Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology
27078,Hematology in Clinical Practice
27079,Himalaya
27080,Historia et Ius
27081,Hong Kong Journal of Dermatology and Venereology
27082,Hunter Gatherer Research
27083,Improved Oil and Gas Recovery
27084,Indian Journal of Practical Pediatrics
27085,Insight - Journal of the American Society of Ophthalmic Registered Nurses
27086,International Journal of Agricultural Management
27087,International Journal of Interdisciplinary Organizational Studies
27088,International Review of Neurobiology
27089,Investigacion Clinica
27090,Jaen Journal on Approximation
27091,Japanese Journal of Ecology
27092,JFE Technical Report
27093,Journal for the History of Rhetoric
27094,Journal fur Gynakologische Endokrinologie
27095,Journal of Angiotherapy
27096,Journal of Corrosion Science and Engineering
27097,Journal of Interdisciplinary Voice Studies
27098,Journal of Postgraduate Medical Institute
27099,Journal of Social Development in Africa
27100,Journal of the Austrian Society of Agricultural Economics
27101,Journal of the Royal Musical Association
27102,Journal of Urban Cultural Studies
27103,Konsthistorisk Tidskrift
27104,Kuwait Medical Journal
27105,Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers
27106,Latina et Graeca
27107,Le Mali medical
27108,Literary Imagination
27109,Medical Forum Monthly
27110,Mediterranea
27111,Mosaic
27112,Nanotechnology Perceptions
27113,Neotestamentica
27114,NII Technical Reports
27115,Nineteenth-Century Art Worldwide
27116,Nursing New Zealand (Wellington
27117,Orient
27118,Orientalia Christiana Periodica
27119,Perfusion (Germany)
27120,Pharmaceutical Care and Research
27121,Philippine Journal of Nursing
27122,Phillippine Journal of Internal Medicine
27123,Philosophy and Literature
27124,Piel
27125,Planning Advisory Service Memo
27126,Politique Etrangere
27127,Popular Music History
27128,Portuguese Studies
27129,Pravara Medical Review
27130,Print Quarterly
27131,Proceedings of International Conference on Research in Education and Science
27132,Psychoterapie
27133,Quaderni di Diritto e Politica Ecclesiastica
27134,Religion and Literature
27135,Revista de Etnografie si Folclor
27136,Revista del Ministerio de Trabajo y Economia Social
27137,Revue d'Histoire de la Pensee Economique
27138,Revue Medicale de Bruxelles
27139,Rivista Di Psicoanalisi
27140,Romanian Journal of Stomatology
27141,Royal Studies Journal
27142,Sapporo Medical Journal
27143,Series on Knots and Everything
27144,Slavic and East European Journal
27145,Sortuz
27146,Southeastern Geology
27147,St Andrews Studies in Reformation History
27148,Statistica e Applicazioni
27149,Synthesis Philosophica
27150,Texas Journal of Science
27151,Timber Bulletin
27152,Tocqueville Review
27153,touchREVIEWS in Neurology
27154,Ultimate Reality and Meaning
27155,University of Bologna Law Review
27156,Urologia Colombiana
27157,US Department of Agriculture
27158,Vascular Cell
27159,Voices - Journal of New York Folklore
27160,Volta Review
27161,Word of Mouth
27162,Zeitschrift fur Angewandte Linguistik
27163,A+BE Architecture and the Built Environment
27164,Acta Medica Croatica
27165,Acta Microscopica
27166,Africa Yearbook
27167,Africana Linguistica
27168,Amoenitas
27169,Anales de Investigacion en Arquitectura
27170,Archives des Maladies du Coeur et des Vaisseaux - Pratique
27171,Archives d'Histoire Doctrinale et Litteraire du Moyen-Age
27172,Asian Biotechnology and Development Review
27173,Bamboo and Silk
27174,Betriebswirtschaftliche Forschung und Praxis
27175,Brill's Studies in Intellectual History
27176,British Plastics and Rubber
27177,Bulletin of the Kyushu Institute of Technology - Pure and Applied Mathematics
27178,Canadian Journal of European and Russian Studies
27179,Cancer and Chemotherapy Reviews
27180,Cancer Research and Clinic
27181,Cardiovascular and Metabolic Science
27182,Chemistry and Industry (London)
27183,Chinese Journal of Biologicals
27184,Chinese Journal of Emergency Medicine
27185,Chinese Journal of Radiology
27186,Chirurgia (Turin)
27187,Church History and Religious Culture
27188,Classica et Mediaevalia
27189,Classics Ireland
27190,College Literature
27191,Comics Grid
27192,CONCAWE Reports
27193,Conservacion Colombiana
27194,Corrosion and Materials
27195,Costerus New Series
27196,Culture and History of the Ancient Near East
27197,Current Writing
27198,Currents of Encounter
27199,Daphnis
27200,EBU Technical Review
27201,Ethische Perspectieven
27202,European Journal of Lymphology and Related Problems
27203,European Judaism
27204,European Neurological Review
27205,Feminist German Studies
27206,Florida Geographer
27207,Folk Life
27208,Gaceta Mexicana de Oncologia
27209,Global Media Journal
27210,Hepato-Gastro et Oncologie Digestive
27211,Hong Kong journal of Social Sciences
27212,Humans and Nature
27213,Iberoamericana. America Latina - Espana - Portugal
27214,Ideas y Valores
27215,IEEE Conference Record of Annual Pulp and Paper Industry Technical Conference
27216,Iluminace
27217,Innes Review
27218,Interdisciplinary Literary Studies
27219,International Journal of Canadian Studies
27220,International Journal of Research on History Didactics
27221,International Journal of Risk Assessment and Management
27222,International Review of Social Research
27223,Internistische Praxis
27224,Islamic Studies
27225,Japanese Journal of Leprosy
27226,Japanese Journal of Physical Fitness and Sports Medicine
27227,Journal des Economistes et des Etudes Humaines
27228,Journal of African Military History
27229,Journal of Austrian studies
27230,Journal of Chinese Humanities
27231,Journal of Chinese Physician
27232,Journal of Early American History
27233,Journal of Empirical Generalisations in Marketing Science
27234,Journal of Medical Pest Control
27235,Journal of Shi'a Islamic Studies
27236,Journal of the Anthropological Society of South Australia
27237,Journal of the Indian Medical Association
27238,Journal on Asian Linguistic Anthropology
27239,Kanzo/Acta Hepatologica Japonica
27240,Kukila
27241,Lekar a Technika
27242,Lexia
27243,Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption
27244,Mass Communication Research
27245,Medioevo Romanzo
27246,Mining Engineering
27247,Nordic Journal of Aesthetics
27248,Nouvelles Questions Feministes
27249,Pain
27250,Papers on Language and Literature
27251,Performing Islam
27252,Petroleum Refinery Engineering
27253,Philosophical Readings
27254,Pneumologia
27255,Policlinico - Sezione Medica
27256,Priroda (Czech Republic)
27257,Przestrzenie Teorii
27258,Psychopharmakotherapie
27259,Quebec Journal of International Law
27260,Religions in the Graeco-Roman World
27261,Revista Canadiense de Estudios Hispanicos
27262,Revista Cubana de Plantas Medicinales
27263,Revista de Etnologie si Culturologie
27264,Revista de Filosofia (Chile)
27265,Revista de Fitoterapia
27266,Revista de Gestion Publica
27267,Revista Kawsaypacha: Sociedad y Medio Ambiente
27268,Revista Latinoamericana de Metalurgia y Materiales
27269,Revista Mexicana de Trastornos Alimentarios
27270,Revue de Chirurgie Orthopedique et Traumatologique
27271,Revue des Maladies Respiratoires Actualites
27272,Rinsan Shikenj Oha/Journal of the Hokkaido Forest Products Research Institute
27273,Rocznik Muzeum Narodowego w Warszawie
27274,Romance Notes
27275,Romanian Journal of Medical Practice
27276,Russian Family Doctor
27277,Scriptorium
27278,Seksuologia Polska
27279,Sesit pro Umeni
27280,Seybold Report
27281,Signos Filosoficos
27282,Situations
27283,Spore
27284,Studies in Critical Social Sciences
27285,Studies in History and Philosophy of Science(Netherlands)
27286,Studies in Latin American Popular Culture
27287,Studies in the History of Gardens and Designed Landscapes
27288,Teaching Artist Journal
27289,Textxet: Studies in Comparative Literature
27290,Theology and Mission in World Christianity
27291,Theology Today
27292,Urology Times
27293,Vestnik Tomskogo Gosudarstvennogo Universiteta - Upravlenie
27294,War &amp; society
27295,Welt der Slaven-Halbjahresschrift fur Slavistik
27296,World of Mining - Surface and Underground
27297,Year's Work in Critical and Cultural Theory
27298,Zeitschrift fur Antikes Christentum
27299,Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology
27300,AAO Journal
27301,Advances in Austrian Economics
27302,Altre Modernita
27303,Americania
27304,Annales Universitatis Apulensis. Series Historica
27305,Anuario Filosofico
27306,Archives of Epilepsy
27307,Artibus Asiae
27308,Austral: Brazilian Journal of Strategy and International Relations
27309,Australasian Drama Studies
27310,Aut Aut
27311,Building and Landscapes
27312,Bulletin of the Physical Fitness Research Institute
27313,Cadernos de Linguagem e Sociedade
27314,Cahiers de Geographie de Quebec
27315,Cahiers des Etudes Anciennes
27316,China Journal of Leprosy and Skin Diseases
27317,Chinese Journal of Neurosurgery
27318,Chinese Journal of Pharmaceutical Biotechnology
27319,Chinese Medical Ethics
27320,CHINOPERL: Journal of Chinese Oral and Performing Literature
27321,Chiropractic Journal of Australia
27322,Ciencia da Informacao
27323,Clinical Medicine of China
27324,Clio: Histoire
27325,Coal Age
27326,Colon and Rectum
27327,Comparative Drama
27328,Compilation and Translation Review
27329,Contagion: Journal of Violence
27330,Contradictions
27331,Cuadernos de Investigacion Filologica
27332,Cuadernos del Cendes
27333,Cultura Neolatina
27334,Cultural History
27335,Dejiny - Teorie - Kritika
27336,Diabetes Aktuell
27337,Dionysius
27338,Divergencia
27339,Drug Development and Delivery
27340,Drug Topics
27341,Edad de Oro
27342,Eidola
27343,Ephemerides Theologicae Lovanienses
27344,Espaces et Societes
27345,Evangelische Theologie
27346,Film Studies
27347,Forum Historiae
27348,Forum on Immunopathological Diseases and Therapeutics
27349,Frontiers in Clinical Drug Research - Anti Infectives
27350,Fuels and Lubes International
27351,Geologie de la France
27352,Good Society
27353,Guti Dianzixue Yanjiu Yu Jinzhan/Research and Progress of Solid State Electronics
27354,Hamsa
27355,Histoire Urbaine
27356,Holocaust and Genocide Studies
27357,Humanidades
27358,Implantologie
27359,In Monte Artium
27360,Indian Journal of Forensic Medicine and Pathology
27361,Infini
27362,International Conference on Multidisciplinary Research
27363,International Journal of Francophone Studies
27364,International Journal of Legal Information
27365,International Journal of Marketing Semiotics and Discourse Studies
27366,International Journal of Nonlinear Science
27367,International Review of African American Art
27368,Japanese Journal of Lung Cancer
27369,Jesuit Studies
27370,Journal Africain d'Hepato-Gastroenterologie
27371,Journal für Gastroenterologische und Hepatologische Erkrankungen
27372,Journal fur Urologie und Urogynakologie
27373,Journal of Architecture and Planning
27374,Journal of Cellular Automata
27375,Journal of Chinese Film Studies
27376,Journal of Curatorial Studies
27377,Journal of Folklore Research
27378,Journal of Global Postcolonial Studies
27379,Journal of Korean Religions
27380,Journal of Modern Russian History and Historiography
27381,Journal of New Zealand and Pacific Studies
27382,Journal of Popular Romance Studies
27383,Journal of Statistical Research
27384,Journal of the Statistical and Social Inquiry Society of Ireland
27385,Journal of the Warburg and Courtauld Institutes
27386,Journal of Thermoelectricity
27387,JPT
27388,Judaisme Ancien - Ancient Judaism
27389,Kartograficke Listy
27390,Language Faculty and Beyond
27391,Late Imperial China
27392,Lecturae Tropatorum
27393,Library and Information Science
27394,Lied und Populare Kultur
27395,Literature and History
27396,Lurralde: Investigacion y Espacio
27397,Margens
27398,Medizintechnik
27399,Mester
27400,Middle Eastern Literatures
27401,Ming Qing Yanjiu
27402,Multitudes
27403,Musical Quarterly
27404,Nag Hammadi and Manichaean Studies
27405,NED University Journal of Research
27406,Neurologia-Neurocirugia Psiquiatria
27407,New Emirates Medical Journal
27408,New Medicine
27409,Oceanide
27410,Offshore Engineering
27411,Operations Management Education Review
27412,ORAL and Implantology
27413,Overland
27414,Oxford German Studies
27415,PAJ - Journal of Performance and Art
27416,Pennsylvania Geographer
27417,Perspectives of New Music
27418,Postcolonial Directions in Education
27419,Practica Otologica
27420,Praticas da Historia
27421,Public Journal of Semiotics
27422,Quaderni Storici
27423,Reflexe
27424,Regioni
27425,Reliable Computing
27426,Religion and Society in Central and Eastern Europe
27427,Renaissance and Reformation
27428,Research Report ARR
27429,Revista de Estudos Criminais
27430,Revista Letral
27431,Revue Belge d'Archeologie et d'Histoire de l'Art
27432,Revue des Mondes Musulmans et de la Mediterranee
27433,Revue Internationale de Criminologie et de Police Technique et Scientifique
27434,Revue Internationale de Droit Penal
27435,Romanian Journal of Infectious Diseases
27436,SAE International Journal of Advances and Current Practices in Mobility
27437,Scandinavica
27438,Scottish Historical Review
27439,Slovo a Smysl
27440,Social and Economic Studies
27441,Steinbeck Review
27442,Studia Rudolphina
27443,TalTech Journal of European Studies
27444,Tamkang Review
27445,TAPA
27446,Textiles Eastern Europe
27447,Textiles South East Asia
27448,Theology and Sexuality
27449,Transsylvania Nostra
27450,Transylvanian Review
27451,Tumor
27452,Tyche
27453,Vjesnik Arheoloskog Muzeja u Zagrebu
27454,Wagadu: Journal of Transnational Women's and Gender Studies
27455,Water Wheel
27456,Wellsian
27457,Yale Review
27458,Yearbook of Comparative Literature
27459,A Contrario
27460,Acta Botanica Venezuelica
27461,Acta Comeniana
27462,Acta Medica Saliniana
27463,Acta Scientiarum Language and Culture
27464,Adolescencia e Saude
27465,Advances in Accounting Education: Teaching and Curriculum Innovations
27466,Advances in Nonlinear Variational Inequalities
27467,Advances in Small Animal Medicine and Surgery
27468,Agri Centuriati
27469,Akropolis
27470,Akzente
27471,American Pharmaceutical Review
27472,Analecta Hibernica
27473,Analele Universitatii din Bucuresti
27474,Analisi Linguistica e Letteraria
27475,Anglica
27476,Annales d'Universite 'Valahia' Targoviste
27477,Annales Francaises d'Oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale
27478,Anuario Espanol de Derecho Internacional Privado
27479,Archiv fur Liturgiewissenschaft
27480,Archive of Oncology
27481,Ars Longa
27482,Art History
27483,Asten Journal of Teacher Education
27484,Ausa
27485,Biblios
27486,Boletin del Museo del Prado
27487,Brill Reference Library of Judaism
27488,Brill's Companions to the Christian Tradition
27489,Bulgarian Historical Review
27490,Bulletin of Spanish Visual Studies
27491,Bulletin of the Anglo-Israel Archaeological Society
27492,Bulletin of the Detroit Institute of Arts
27493,Byzantinoslavica
27494,Cahiers de Psychologie Clinique
27495,Canterbury Law Review
27496,Carreteras
27497,Chinese Journal of Anesthesiology
27498,Chinese Journal of Gastroenterology
27499,Chinese Journal of Interventional Imaging and Therapy
27500,Chinese Journal of Medical Imaging Technology
27501,Circular Farmaceutica
27502,CLA Journal
27503,Classical World
27504,Communication and Medicine
27505,Competition Law Journal
27506,Computer Aided Chemical Engineering
27507,Convegno Nazionale di Bioingegneria
27508,Cuadernos de Arte de la Universidad de Granada
27509,Deutsche Lebensmittel-Rundschau
27510,Diabetologie Metabolismus Endokrinologie Vyziva
27511,Dialogos
27512,DLR Deutsches Zentrum fur Luft- und Raumfahrt e.V. - Forschungsberichte
27513,East Central and Eastern Europe in the Middle Ages
27514,Economic Outlook
27515,Edinburgh Law Review
27516,Endoscopic Forum for Digestive Disease
27517,Endowment Studies
27518,Ethiopian Journal of Pediatrics and Child Health
27519,Evidence-Based Practice
27520,Ex-position
27521,Expressions Maghrebines
27522,Fabriksoftware
27523,Facta
27524,Faventia
27525,Federal Register
27526,Film Criticism
27527,Filtration and Separation
27528,Fonetica si Dialectologie
27529,Foreign Policy
27530,Forensic Anthropology
27531,French Colonial History
27532,GESTA-International Center of Medieval Art
27533,GLOCAL Conference Proceedings
27534,Henoch
27535,Histoire Medievale et Archeologie
27536,Histoire Sociale
27537,Historical Journal of Film
27538,Historische Anthropologie
27539,Historisches Jahrbuch
27540,HJOG
27541,Homme
27542,Humanistica Lovaniensia: Journal of Neo-Latin studies
27543,Humanitas Taiwanica
27544,Hungarian Yearbook of International Law and European Law
27545,Hypnos
27546,IAFOR Journal of Cultural Studies
27547,Iconicity in Language and Literature
27548,Index on Censorship
27549,Indian Journal of Social Work
27550,Industrie Alimentari
27551,Integrative Medicine Alert
27552,Interiors: Design
27553,International Journal of Computer Science and Applications
27554,International Journal of Regional and Local History
27555,International Journal of Research on History Didactics
27556,International Journal of Sino-Western Studies
27557,International Pest Control
27558,International Studies in the History of Rhetoric
27559,Intersections (Australia)
27560,IUP Journal of English Studies
27561,Japan Journal of Logopedics and Phoniatrics
27562,Japanese Journal of Southeast Asian Studies
27563,Jazz Perspectives
27564,Jeunesse: Young People
27565,JK Practitioner
27566,Journal fur Pharmakologie und Therapie
27567,Journal of Ancient Civilizations
27568,Journal of Applied Linguistics and Professional Practice
27569,Journal of Assessment and Institutional Effectiveness
27570,Journal of Belarusian Studies
27571,Journal of Engineering Technology
27572,Journal of Fatima Jinnah Medical University
27573,Journal of Home Economics Research
27574,Journal of Landscape Ecology
27575,Journal of Linguistic and Intercultural Education
27576,Journal of Machine and Computing
27577,Journal of Morphological Sciences
27578,Journal of Organizational Behavior Education
27579,Journal of reproductive medicine
27580,Journal of Scottish Historical Studies
27581,Journal of the British Archeological Association
27582,Journal of the Chinese Institute of Civil and Hydraulic Engineering
27583,Journal of the Institute of Telecommunications Professionals
27584,Journal of the New England Water Works Association
27585,Journal of Writing in Creative Practice
27586,Langage et l'Homme
27587,Lecture Notes in Applied and Computational Mechanics
27588,Legal History Review
27589,LIT Literature Interpretation Theory
27590,Literature and Theology
27591,Makslas Vesture un Teorija
27592,Marmora
27593,Matronas Profesion
27594,Medecine Intensive Reanimation
27595,Melanges de l'Institut Dominicaine des Etudes Orientales du Caire
27596,Melliand International
27597,Metatheoria
27598,Michigan Historical Review
27599,Middle East Quarterly
27600,Multicultural Shakespeare
27601,Multidisciplinary Science Journal
27602,Natur und Recht
27603,NEC Technical Journal
27604,Nordic Theatre Studies
27605,Nosileftiki
27606,Notes and Queries
27607,Onkologie (Czech Republic)
27608,Panamerican Mathematical Journal
27609,Pharmaceutical Outsourcing
27610,Photonics Spectra
27611,Plant Engineering
27612,Polymers Paint Colour Journal
27613,Prakseologia
27614,Przeglad Pediatryczny
27615,Pulp and Paper Canada
27616,Questions Liturgiques
27617,Radovi Instituta za Povijest Umjetnosti
27618,Ramon Llull Journal of Applied Ethics
27619,Rechtskultur
27620,Review of Economic Research on Copyright Issues
27621,Review of Korean Studies
27622,Revista Arta
27623,Revista Clinica de Ortodontia Dental Press
